,loan_amnt,emp_length,home_ownership,inq_last_6mths,revol_bal,age,tag
848614,7000.0,9.0,1.0,3.0,5443.0,22.0,0.0
419688,6000.0,10.0,0.0,0.0,10110.0,30.0,0.0
907162,35000.0,6.0,1.0,4.0,52790.0,48.0,1.0
9630,21075.0,0.0,0.0,0.0,16827.0,18.0,0.0
139013,26125.0,8.0,1.0,6.0,2481.0,46.0,0.0
1595744,14400.0,3.0,1.0,0.0,5033.0,26.0,0.0
386729,7500.0,5.0,1.0,1.0,6282.0,48.0,1.0
910851,8250.0,1.0,0.0,0.0,11163.0,33.0,1.0
1518723,35000.0,9.0,1.0,1.0,24858.0,35.0,0.0
1335249,5000.0,0.0,0.0,0.0,11412.0,23.0,1.0
448530,35000.0,10.0,1.0,0.0,24884.0,44.0,0.0
956796,6000.0,6.0,1.0,2.0,7357.0,37.0,1.0
117487,16675.0,4.0,1.0,2.0,9835.0,31.0,0.0
86240,8000.0,5.0,1.0,0.0,18262.0,37.0,0.0
1545276,8000.0,1.0,0.0,0.0,413.0,19.0,0.0
1534240,15000.0,1.0,1.0,0.0,4790.0,26.0,0.0
301096,16000.0,5.0,1.0,0.0,11140.0,29.0,0.0
825340,12000.0,3.0,1.0,1.0,11454.0,24.0,0.0
3041,20000.0,10.0,1.0,0.0,23512.0,23.0,0.0
237804,11200.0,6.0,1.0,1.0,22221.0,24.0,1.0
481579,7500.0,10.0,1.0,1.0,6398.0,38.0,0.0
182747,28000.0,5.0,0.0,1.0,42231.0,22.0,0.0
223729,20000.0,1.0,1.0,1.0,6373.0,33.0,0.0
380162,15000.0,2.0,1.0,0.0,13870.0,20.0,0.0
160646,22000.0,10.0,1.0,0.0,11416.0,19.0,0.0
891665,18000.0,10.0,0.0,1.0,30331.0,51.0,1.0
431792,35000.0,0.0,0.0,1.0,25131.0,18.0,0.0
1465525,28000.0,9.0,0.0,0.0,27421.0,23.0,0.0
435218,35000.0,7.0,1.0,1.0,137766.0,42.0,0.0
662567,10225.0,0.0,0.0,0.0,9244.0,18.0,0.0
936592,18000.0,2.0,1.0,0.0,14250.0,35.0,0.0
1585217,25000.0,10.0,1.0,0.0,30220.0,60.0,1.0
331708,26000.0,10.0,0.0,0.0,9338.0,31.0,0.0
1126294,34500.0,3.0,1.0,1.0,10793.0,27.0,0.0
822355,20000.0,1.0,1.0,0.0,9655.0,26.0,0.0
25002,25000.0,10.0,1.0,0.0,20364.0,34.0,0.0
38035,5000.0,5.0,1.0,1.0,15172.0,22.0,0.0
950657,23325.0,0.0,0.0,1.0,10786.0,18.0,0.0
490283,15000.0,5.0,0.0,0.0,13759.0,21.0,0.0
685734,11075.0,1.0,0.0,0.0,3172.0,19.0,0.0
851113,23000.0,3.0,1.0,1.0,3600.0,23.0,1.0
1561525,16100.0,6.0,0.0,0.0,19874.0,19.0,0.0
645770,11200.0,0.0,1.0,0.0,2155.0,38.0,1.0
235155,12000.0,7.0,0.0,0.0,18472.0,43.0,1.0
924699,24000.0,5.0,1.0,0.0,28270.0,37.0,0.0
1243252,40000.0,0.0,0.0,2.0,37983.0,34.0,1.0
413024,14550.0,1.0,1.0,0.0,12777.0,22.0,1.0
501429,8825.0,8.0,0.0,1.0,1779.0,20.0,0.0
46910,28000.0,5.0,1.0,0.0,90393.0,30.0,1.0
1218834,10000.0,1.0,1.0,0.0,17364.0,45.0,1.0
901967,16000.0,10.0,1.0,0.0,13010.0,44.0,0.0
186612,7000.0,10.0,1.0,0.0,13858.0,45.0,1.0
114133,12000.0,2.0,1.0,2.0,62685.0,20.0,1.0
373629,5000.0,2.0,0.0,0.0,4091.0,19.0,0.0
450919,6000.0,1.0,1.0,0.0,4336.0,21.0,0.0
698140,9000.0,10.0,1.0,0.0,19432.0,31.0,1.0
260667,14500.0,7.0,0.0,0.0,20186.0,19.0,0.0
1089828,10000.0,1.0,0.0,2.0,6760.0,19.0,0.0
1547786,10000.0,10.0,1.0,0.0,5430.0,42.0,0.0
868504,12000.0,8.0,0.0,1.0,12558.0,29.0,0.0
518555,18000.0,10.0,1.0,0.0,9443.0,35.0,0.0
377408,12000.0,3.0,0.0,0.0,17940.0,24.0,1.0
639396,16500.0,0.0,1.0,0.0,12391.0,22.0,0.0
122498,16000.0,3.0,0.0,0.0,11827.0,19.0,0.0
861268,35000.0,10.0,1.0,3.0,20623.0,61.0,1.0
1125056,31250.0,10.0,0.0,4.0,25094.0,29.0,0.0
1385373,4325.0,4.0,1.0,0.0,19598.0,19.0,0.0
1545717,16000.0,10.0,1.0,4.0,34683.0,35.0,0.0
179543,21000.0,10.0,1.0,0.0,14680.0,29.0,1.0
195499,21000.0,7.0,0.0,0.0,21549.0,24.0,0.0
1550995,20875.0,5.0,1.0,0.0,13552.0,27.0,0.0
320397,18325.0,0.0,1.0,1.0,6410.0,27.0,1.0
576339,12000.0,0.0,0.0,2.0,8030.0,18.0,0.0
590687,24000.0,0.0,1.0,0.0,31750.0,43.0,1.0
968206,3075.0,10.0,0.0,2.0,3269.0,28.0,0.0
120121,18900.0,10.0,1.0,2.0,7456.0,47.0,1.0
303462,20000.0,0.0,1.0,1.0,1233.0,33.0,0.0
453876,22425.0,9.0,1.0,0.0,46347.0,48.0,0.0
1038456,30000.0,10.0,1.0,0.0,108667.0,33.0,0.0
78871,14500.0,2.0,1.0,0.0,16545.0,28.0,1.0
1609723,12875.0,1.0,1.0,1.0,4573.0,30.0,0.0
54199,5950.0,10.0,0.0,1.0,10990.0,26.0,0.0
326298,14175.0,8.0,1.0,0.0,4425.0,46.0,0.0
494968,15000.0,10.0,0.0,1.0,11453.0,38.0,1.0
618844,15000.0,10.0,1.0,0.0,9385.0,20.0,0.0
1378210,2500.0,4.0,0.0,1.0,2417.0,24.0,0.0
294703,14700.0,2.0,0.0,0.0,2156.0,20.0,0.0
1099933,10000.0,7.0,1.0,1.0,7568.0,36.0,0.0
106587,12500.0,2.0,0.0,0.0,11766.0,20.0,0.0
153371,25200.0,10.0,1.0,0.0,8533.0,21.0,0.0
1557318,10000.0,10.0,1.0,1.0,45345.0,39.0,0.0
955836,17000.0,10.0,0.0,1.0,17830.0,25.0,0.0
353835,10000.0,7.0,1.0,1.0,14387.0,34.0,0.0
31770,13450.0,10.0,1.0,1.0,26299.0,56.0,1.0
75199,5500.0,5.0,0.0,0.0,5847.0,22.0,0.0
160742,12000.0,2.0,1.0,0.0,5010.0,32.0,0.0
777225,12750.0,0.0,0.0,1.0,460.0,18.0,0.0
23125,11925.0,2.0,1.0,0.0,4275.0,28.0,0.0
444906,7000.0,5.0,0.0,0.0,13898.0,18.0,0.0
943422,35000.0,10.0,1.0,2.0,14126.0,34.0,1.0
452167,21750.0,0.0,1.0,1.0,11237.0,46.0,1.0
192540,13250.0,3.0,0.0,2.0,16690.0,19.0,0.0
247207,35000.0,7.0,0.0,1.0,0.0,26.0,0.0
405024,2400.0,3.0,1.0,0.0,5861.0,24.0,0.0
857905,20950.0,2.0,0.0,3.0,21892.0,30.0,1.0
1576591,7500.0,2.0,0.0,0.0,5664.0,20.0,0.0
457221,2575.0,8.0,1.0,1.0,1052.0,53.0,1.0
1374871,10500.0,9.0,1.0,1.0,4084.0,38.0,0.0
506469,15000.0,3.0,1.0,0.0,20115.0,19.0,0.0
867246,8000.0,9.0,1.0,1.0,7801.0,25.0,1.0
1556580,10000.0,10.0,1.0,1.0,31401.0,41.0,0.0
686946,21200.0,3.0,1.0,0.0,14747.0,18.0,0.0
1564594,7800.0,7.0,0.0,0.0,11674.0,20.0,0.0
920145,16000.0,7.0,0.0,2.0,1339.0,21.0,0.0
1165372,22675.0,10.0,1.0,0.0,18074.0,27.0,0.0
939841,19000.0,9.0,1.0,0.0,10983.0,39.0,0.0
254340,9000.0,9.0,0.0,1.0,7428.0,19.0,1.0
877057,24375.0,10.0,1.0,2.0,50475.0,19.0,0.0
696257,12000.0,5.0,0.0,1.0,6681.0,24.0,0.0
880167,4000.0,1.0,0.0,0.0,39544.0,19.0,0.0
1629161,11975.0,10.0,0.0,3.0,3703.0,18.0,0.0
581511,21875.0,10.0,1.0,0.0,23497.0,48.0,0.0
527973,19600.0,4.0,1.0,0.0,14106.0,27.0,0.0
897767,8725.0,4.0,0.0,1.0,8056.0,23.0,0.0
160538,35000.0,1.0,1.0,0.0,5217.0,25.0,0.0
132352,19600.0,5.0,0.0,1.0,4943.0,22.0,0.0
687389,10000.0,8.0,1.0,0.0,5471.0,31.0,0.0
1631304,7200.0,10.0,1.0,0.0,36160.0,43.0,0.0
74724,35000.0,2.0,0.0,0.0,26889.0,19.0,1.0
821401,18000.0,4.0,0.0,0.0,18934.0,19.0,0.0
591180,10400.0,2.0,0.0,2.0,3946.0,20.0,0.0
982397,10000.0,7.0,1.0,0.0,26087.0,30.0,0.0
960706,6000.0,2.0,0.0,1.0,13266.0,20.0,0.0
1616253,16000.0,8.0,1.0,2.0,19631.0,29.0,0.0
1637258,28000.0,10.0,1.0,0.0,1591.0,29.0,1.0
1397524,10000.0,5.0,0.0,0.0,9668.0,18.0,1.0
126782,19200.0,9.0,1.0,2.0,40678.0,36.0,0.0
61022,13000.0,0.0,1.0,0.0,8534.0,21.0,0.0
277488,5500.0,0.0,0.0,0.0,12053.0,18.0,0.0
988666,15000.0,10.0,1.0,1.0,13860.0,45.0,1.0
62372,18000.0,10.0,1.0,0.0,4464.0,43.0,0.0
13559,2400.0,1.0,0.0,0.0,5851.0,19.0,0.0
57936,19000.0,10.0,1.0,0.0,11647.0,41.0,0.0
265741,12000.0,5.0,0.0,3.0,16579.0,21.0,0.0
236376,12000.0,2.0,0.0,1.0,9358.0,38.0,1.0
564382,12000.0,10.0,1.0,1.0,13383.0,21.0,0.0
888421,10000.0,5.0,0.0,3.0,7010.0,18.0,0.0
1171853,33600.0,2.0,0.0,0.0,5591.0,18.0,0.0
136594,22500.0,10.0,1.0,0.0,14207.0,36.0,1.0
165521,9925.0,3.0,1.0,4.0,5233.0,37.0,1.0
89549,20000.0,3.0,1.0,0.0,23353.0,36.0,0.0
242608,21200.0,1.0,1.0,0.0,7252.0,34.0,1.0
230386,10000.0,0.0,0.0,1.0,5362.0,18.0,0.0
223237,10000.0,6.0,0.0,0.0,12360.0,27.0,0.0
871846,14000.0,10.0,1.0,3.0,5875.0,31.0,0.0
447044,12000.0,10.0,1.0,0.0,85686.0,63.0,1.0
298556,8500.0,2.0,0.0,3.0,7546.0,26.0,1.0
98714,10000.0,0.0,0.0,0.0,14175.0,31.0,1.0
23633,11950.0,0.0,0.0,1.0,14243.0,18.0,0.0
595558,25000.0,7.0,1.0,2.0,25652.0,42.0,0.0
30750,16000.0,9.0,0.0,0.0,14689.0,27.0,0.0
162030,18250.0,10.0,1.0,0.0,21386.0,19.0,0.0
502795,21000.0,5.0,0.0,3.0,11624.0,20.0,0.0
1619930,18600.0,8.0,0.0,1.0,17094.0,24.0,0.0
1062580,16000.0,10.0,1.0,0.0,4033.0,55.0,1.0
924779,12000.0,4.0,1.0,0.0,21333.0,25.0,0.0
169685,7300.0,5.0,0.0,1.0,7361.0,24.0,0.0
533850,12950.0,8.0,1.0,1.0,3655.0,47.0,0.0
883906,10000.0,6.0,1.0,2.0,5371.0,28.0,0.0
384800,12800.0,10.0,1.0,0.0,10425.0,41.0,1.0
423063,15500.0,4.0,0.0,0.0,15053.0,22.0,1.0
299151,5000.0,1.0,1.0,0.0,13261.0,35.0,0.0
21688,14450.0,10.0,0.0,0.0,11992.0,31.0,0.0
51589,12000.0,2.0,1.0,0.0,8309.0,21.0,0.0
979138,30000.0,8.0,1.0,2.0,20558.0,58.0,1.0
682009,15000.0,4.0,1.0,2.0,14431.0,31.0,1.0
260698,7750.0,1.0,1.0,0.0,3305.0,23.0,0.0
1627500,15400.0,4.0,0.0,1.0,9203.0,24.0,0.0
1862,14375.0,0.0,0.0,0.0,10236.0,18.0,0.0
689207,7500.0,10.0,1.0,0.0,6128.0,35.0,0.0
132335,10000.0,10.0,0.0,0.0,11066.0,36.0,1.0
1537843,21000.0,10.0,0.0,0.0,26711.0,27.0,0.0
1098570,15000.0,10.0,0.0,1.0,8352.0,22.0,0.0
975719,24000.0,9.0,1.0,0.0,19928.0,49.0,1.0
1076001,24000.0,0.0,1.0,1.0,20694.0,28.0,1.0
288872,9600.0,2.0,0.0,1.0,11621.0,19.0,0.0
787004,15000.0,10.0,0.0,0.0,12840.0,31.0,0.0
209848,21175.0,2.0,1.0,0.0,17607.0,21.0,0.0
346947,16000.0,1.0,1.0,0.0,28695.0,33.0,0.0
870917,30750.0,10.0,1.0,1.0,102878.0,37.0,1.0
172597,20000.0,8.0,0.0,1.0,7867.0,30.0,1.0
686012,8000.0,0.0,1.0,1.0,6962.0,23.0,0.0
117524,2600.0,0.0,0.0,2.0,3777.0,33.0,1.0
172460,13000.0,10.0,1.0,0.0,17201.0,53.0,1.0
256216,10000.0,10.0,1.0,3.0,71182.0,23.0,1.0
116008,8475.0,10.0,1.0,0.0,7033.0,47.0,1.0
47926,10000.0,7.0,1.0,0.0,36882.0,49.0,1.0
45898,5000.0,5.0,0.0,2.0,13284.0,23.0,0.0
1531527,14400.0,10.0,0.0,0.0,17750.0,23.0,0.0
1165869,4000.0,0.0,0.0,0.0,3634.0,20.0,1.0
995958,9800.0,5.0,1.0,0.0,32706.0,34.0,0.0
390409,15000.0,10.0,1.0,1.0,14384.0,67.0,1.0
1395940,26400.0,3.0,0.0,0.0,3172.0,19.0,0.0
507465,35000.0,10.0,1.0,0.0,54310.0,20.0,0.0
227274,18000.0,10.0,1.0,0.0,13234.0,27.0,0.0
552904,10800.0,6.0,0.0,0.0,7006.0,26.0,0.0
1576434,30225.0,8.0,0.0,0.0,4032.0,25.0,0.0
1080292,6000.0,5.0,1.0,1.0,138585.0,40.0,1.0
897196,8000.0,10.0,1.0,1.0,20737.0,25.0,0.0
485212,30000.0,10.0,1.0,0.0,15208.0,35.0,0.0
501753,9000.0,10.0,0.0,0.0,6817.0,31.0,1.0
1639375,7000.0,0.0,0.0,2.0,8320.0,18.0,0.0
462366,5100.0,7.0,0.0,2.0,8174.0,23.0,0.0
1632763,10000.0,8.0,1.0,0.0,14951.0,20.0,0.0
622667,20000.0,1.0,1.0,0.0,28138.0,33.0,1.0
969411,31825.0,5.0,1.0,1.0,51558.0,23.0,0.0
516933,20000.0,1.0,1.0,0.0,32535.0,19.0,0.0
514676,23925.0,5.0,0.0,1.0,16488.0,20.0,0.0
1299624,2000.0,6.0,0.0,3.0,1936.0,25.0,0.0
119578,15000.0,10.0,1.0,0.0,14730.0,30.0,0.0
142520,18000.0,8.0,1.0,1.0,7268.0,33.0,0.0
1514155,2000.0,6.0,1.0,1.0,3527.0,26.0,0.0
462185,9600.0,10.0,0.0,0.0,14001.0,33.0,0.0
207922,7200.0,9.0,1.0,0.0,14654.0,42.0,0.0
1356460,12000.0,4.0,1.0,0.0,10989.0,38.0,0.0
1396947,30000.0,3.0,1.0,0.0,7446.0,28.0,0.0
1361499,2000.0,0.0,0.0,0.0,14712.0,18.0,0.0
1444164,12000.0,10.0,1.0,2.0,22306.0,39.0,0.0
845474,10375.0,9.0,0.0,0.0,8211.0,24.0,1.0
73199,3500.0,2.0,0.0,3.0,3648.0,25.0,1.0
455069,15000.0,3.0,0.0,0.0,14258.0,29.0,1.0
1313877,5600.0,2.0,0.0,1.0,1020.0,19.0,0.0
1545511,7500.0,0.0,1.0,0.0,12589.0,34.0,0.0
76573,15000.0,10.0,1.0,1.0,13039.0,43.0,0.0
420660,15000.0,10.0,0.0,1.0,11758.0,20.0,0.0
932442,17475.0,10.0,1.0,2.0,13081.0,23.0,0.0
1330132,16500.0,8.0,1.0,0.0,5225.0,23.0,0.0
1635321,14250.0,9.0,0.0,0.0,18009.0,30.0,0.0
247222,2400.0,5.0,1.0,1.0,466.0,46.0,1.0
153978,3000.0,3.0,0.0,0.0,5172.0,21.0,0.0
1540282,14175.0,2.0,0.0,1.0,800.0,21.0,0.0
1349343,30000.0,10.0,1.0,0.0,13751.0,33.0,1.0
589222,15000.0,10.0,0.0,0.0,2014.0,26.0,0.0
413378,24000.0,2.0,1.0,1.0,1532.0,37.0,0.0
865882,19200.0,10.0,0.0,0.0,30942.0,21.0,0.0
884543,18075.0,10.0,0.0,1.0,7698.0,32.0,0.0
263604,14400.0,2.0,1.0,2.0,54913.0,45.0,1.0
254781,12400.0,2.0,0.0,0.0,8755.0,22.0,1.0
426382,10000.0,1.0,0.0,1.0,4630.0,18.0,0.0
342532,25000.0,4.0,1.0,0.0,27189.0,32.0,0.0
70670,16000.0,10.0,1.0,2.0,16959.0,23.0,0.0
1164733,12800.0,1.0,1.0,1.0,8653.0,29.0,0.0
1571487,18000.0,4.0,1.0,2.0,17500.0,35.0,1.0
296752,1400.0,2.0,0.0,0.0,7286.0,18.0,0.0
841870,15000.0,10.0,1.0,2.0,14280.0,35.0,1.0
580436,24000.0,5.0,0.0,1.0,73217.0,22.0,1.0
917053,8000.0,2.0,1.0,0.0,6228.0,37.0,1.0
1581625,20000.0,3.0,1.0,0.0,43708.0,49.0,1.0
926171,18000.0,9.0,1.0,1.0,22785.0,41.0,1.0
1436886,20000.0,10.0,1.0,0.0,11027.0,42.0,1.0
1601124,15000.0,7.0,0.0,3.0,2328.0,22.0,0.0
934303,7750.0,3.0,0.0,2.0,7260.0,22.0,0.0
213515,3000.0,7.0,0.0,3.0,4720.0,22.0,0.0
347140,5000.0,2.0,0.0,2.0,8622.0,18.0,0.0
182466,18000.0,2.0,0.0,0.0,11818.0,20.0,0.0
590211,6000.0,1.0,0.0,0.0,4795.0,19.0,0.0
601948,24000.0,0.0,1.0,2.0,24146.0,35.0,0.0
516910,9000.0,6.0,1.0,0.0,6963.0,20.0,0.0
1150924,8000.0,10.0,0.0,1.0,1711.0,19.0,1.0
329387,4000.0,1.0,1.0,3.0,2136.0,33.0,0.0
589586,21600.0,3.0,1.0,0.0,26599.0,29.0,0.0
1184143,35000.0,0.0,1.0,1.0,6678.0,30.0,0.0
1643242,2400.0,0.0,1.0,0.0,1424.0,32.0,1.0
428616,29500.0,10.0,0.0,0.0,10778.0,33.0,0.0
1323668,20675.0,7.0,1.0,1.0,10057.0,30.0,1.0
1334350,12000.0,10.0,0.0,0.0,3897.0,32.0,0.0
126564,25000.0,4.0,0.0,0.0,23819.0,21.0,0.0
894002,4000.0,2.0,1.0,0.0,2530.0,35.0,0.0
969662,21125.0,9.0,0.0,0.0,25268.0,32.0,0.0
73271,24000.0,5.0,1.0,0.0,16915.0,29.0,1.0
342745,2000.0,10.0,1.0,1.0,9344.0,44.0,0.0
264931,20000.0,3.0,1.0,0.0,2360.0,42.0,1.0
218379,12000.0,5.0,0.0,0.0,16776.0,23.0,0.0
414843,15000.0,10.0,0.0,1.0,16573.0,30.0,0.0
527565,7775.0,0.0,0.0,0.0,9107.0,18.0,0.0
36689,20000.0,8.0,1.0,3.0,31764.0,21.0,0.0
515374,8000.0,10.0,1.0,3.0,10883.0,52.0,1.0
828087,30750.0,9.0,0.0,0.0,25026.0,29.0,0.0
66629,12000.0,5.0,0.0,1.0,9117.0,23.0,1.0
1601333,4700.0,6.0,1.0,0.0,5305.0,25.0,0.0
964332,10000.0,9.0,1.0,1.0,18197.0,36.0,0.0
127136,14000.0,5.0,1.0,1.0,17938.0,41.0,0.0
17777,4200.0,10.0,1.0,2.0,34649.0,22.0,0.0
1147304,6000.0,3.0,0.0,0.0,3002.0,22.0,0.0
582251,33700.0,10.0,1.0,0.0,21932.0,25.0,0.0
840081,5000.0,3.0,1.0,5.0,1437.0,21.0,0.0
220182,8000.0,0.0,1.0,0.0,16956.0,33.0,0.0
21967,35000.0,10.0,1.0,1.0,31854.0,33.0,0.0
513929,25000.0,2.0,0.0,0.0,17990.0,36.0,1.0
1048557,20400.0,3.0,0.0,0.0,7711.0,25.0,1.0
885202,12000.0,0.0,1.0,1.0,82251.0,29.0,1.0
89730,9725.0,4.0,0.0,1.0,4288.0,19.0,0.0
421128,13000.0,2.0,0.0,0.0,9462.0,20.0,0.0
617166,10000.0,2.0,0.0,1.0,9300.0,20.0,0.0
797347,19000.0,0.0,0.0,0.0,12353.0,18.0,0.0
539728,6000.0,10.0,0.0,0.0,44386.0,26.0,0.0
925959,21000.0,7.0,1.0,1.0,37743.0,19.0,0.0
1596448,13000.0,2.0,1.0,0.0,11308.0,20.0,0.0
305750,20000.0,10.0,1.0,1.0,23612.0,23.0,1.0
121079,10000.0,2.0,1.0,0.0,25295.0,32.0,0.0
467259,14000.0,5.0,0.0,0.0,13008.0,18.0,0.0
1594848,20725.0,4.0,0.0,1.0,16911.0,20.0,0.0
621553,3000.0,10.0,1.0,1.0,2575.0,58.0,1.0
16612,20000.0,2.0,1.0,0.0,23772.0,38.0,0.0
487938,6825.0,3.0,1.0,2.0,2494.0,20.0,0.0
12197,10000.0,10.0,1.0,1.0,11644.0,22.0,0.0
878071,3000.0,0.0,0.0,1.0,2743.0,26.0,1.0
123244,10000.0,10.0,1.0,1.0,7192.0,23.0,0.0
1421097,7200.0,2.0,0.0,0.0,6106.0,20.0,0.0
54962,29450.0,10.0,1.0,0.0,26731.0,24.0,0.0
972143,8500.0,5.0,0.0,0.0,6767.0,35.0,1.0
1337736,9000.0,5.0,0.0,0.0,10696.0,24.0,1.0
889573,20950.0,10.0,1.0,0.0,17388.0,28.0,0.0
214087,35000.0,4.0,0.0,1.0,46956.0,20.0,0.0
851924,27575.0,3.0,0.0,3.0,23472.0,19.0,0.0
12361,11600.0,4.0,0.0,0.0,14935.0,40.0,1.0
942069,16625.0,7.0,1.0,1.0,16794.0,28.0,0.0
36756,11600.0,0.0,1.0,0.0,12943.0,29.0,1.0
138964,12000.0,4.0,1.0,0.0,7194.0,44.0,1.0
480189,9800.0,5.0,1.0,0.0,6345.0,23.0,0.0
229382,34000.0,10.0,1.0,0.0,13497.0,45.0,1.0
221389,10000.0,10.0,0.0,0.0,14562.0,30.0,0.0
171777,29250.0,0.0,0.0,2.0,19918.0,18.0,0.0
826699,5000.0,0.0,0.0,1.0,329.0,29.0,1.0
909691,17000.0,3.0,0.0,1.0,19002.0,22.0,0.0
1417466,4000.0,1.0,1.0,0.0,11838.0,27.0,1.0
674542,15000.0,5.0,0.0,1.0,9298.0,23.0,0.0
1160070,12000.0,9.0,1.0,3.0,10414.0,48.0,0.0
469568,27000.0,10.0,1.0,0.0,12772.0,54.0,1.0
1626024,9425.0,4.0,0.0,0.0,19589.0,19.0,0.0
875866,35000.0,10.0,1.0,0.0,137046.0,21.0,0.0
236011,15000.0,3.0,1.0,1.0,16876.0,22.0,0.0
1083102,12000.0,6.0,1.0,0.0,6814.0,19.0,0.0
246298,4000.0,9.0,1.0,1.0,1325.0,64.0,1.0
925223,18000.0,2.0,0.0,1.0,5002.0,19.0,0.0
156956,18000.0,2.0,1.0,1.0,21125.0,33.0,0.0
302744,7500.0,5.0,0.0,1.0,3927.0,39.0,1.0
96870,16000.0,2.0,1.0,3.0,12652.0,33.0,0.0
583367,17175.0,9.0,0.0,1.0,14730.0,21.0,0.0
853326,5700.0,2.0,1.0,1.0,13991.0,23.0,0.0
1382138,20650.0,0.0,1.0,0.0,40501.0,34.0,0.0
106214,14000.0,4.0,0.0,0.0,9147.0,39.0,1.0
940109,15000.0,5.0,0.0,0.0,6425.0,24.0,0.0
945404,13000.0,1.0,0.0,2.0,2468.0,18.0,0.0
383347,4800.0,10.0,0.0,0.0,1335.0,19.0,0.0
304948,8400.0,1.0,1.0,1.0,24347.0,36.0,0.0
849454,35000.0,10.0,1.0,0.0,38144.0,19.0,1.0
901324,12000.0,10.0,0.0,0.0,11938.0,27.0,1.0
1440010,20000.0,6.0,0.0,2.0,1785.0,18.0,0.0
960156,9600.0,8.0,0.0,1.0,6675.0,24.0,0.0
610238,24000.0,4.0,1.0,1.0,51668.0,40.0,0.0
688656,22000.0,10.0,0.0,2.0,22001.0,34.0,0.0
575021,8000.0,10.0,1.0,0.0,5189.0,25.0,0.0
1132573,15000.0,3.0,0.0,0.0,4976.0,21.0,0.0
527933,4825.0,7.0,0.0,1.0,2205.0,24.0,0.0
663651,16000.0,1.0,1.0,0.0,1452.0,32.0,0.0
1334359,24000.0,6.0,1.0,0.0,9813.0,35.0,0.0
1602193,7800.0,0.0,1.0,0.0,8391.0,38.0,1.0
1489938,3200.0,10.0,0.0,0.0,17968.0,31.0,0.0
1184888,4850.0,3.0,0.0,1.0,2009.0,22.0,0.0
421403,35000.0,3.0,1.0,1.0,41298.0,27.0,0.0
424433,14700.0,6.0,1.0,0.0,15321.0,21.0,0.0
274670,3000.0,0.0,0.0,1.0,0.0,18.0,0.0
180764,27525.0,2.0,1.0,2.0,27594.0,27.0,0.0
228854,6325.0,4.0,1.0,1.0,6273.0,25.0,1.0
95213,15000.0,3.0,1.0,2.0,5834.0,27.0,0.0
123319,12000.0,5.0,1.0,2.0,15171.0,40.0,0.0
559511,10000.0,2.0,0.0,1.0,21034.0,19.0,0.0
461008,8000.0,8.0,1.0,0.0,343.0,31.0,0.0
954531,1350.0,2.0,0.0,0.0,5743.0,21.0,0.0
1198745,6000.0,9.0,0.0,0.0,4740.0,35.0,1.0
90475,10000.0,6.0,0.0,1.0,9376.0,26.0,0.0
1600287,20000.0,1.0,0.0,1.0,31398.0,19.0,1.0
184100,24000.0,8.0,0.0,1.0,1330.0,29.0,0.0
137023,12950.0,3.0,0.0,1.0,12904.0,20.0,0.0
689339,6000.0,9.0,0.0,0.0,11881.0,18.0,0.0
624035,4500.0,0.0,0.0,0.0,2706.0,32.0,1.0
781944,15000.0,7.0,1.0,0.0,3721.0,37.0,1.0
206645,30000.0,10.0,1.0,1.0,36542.0,28.0,1.0
257191,7025.0,0.0,0.0,1.0,18734.0,18.0,0.0
132206,4800.0,7.0,0.0,0.0,3161.0,21.0,1.0
133793,20000.0,6.0,1.0,0.0,620.0,25.0,0.0
567151,20400.0,1.0,0.0,0.0,14143.0,19.0,0.0
545125,21000.0,9.0,0.0,1.0,1338.0,28.0,0.0
856708,35000.0,1.0,0.0,1.0,12596.0,18.0,0.0
939910,35000.0,10.0,0.0,0.0,34172.0,28.0,0.0
1178645,15000.0,10.0,1.0,0.0,18781.0,27.0,0.0
66945,10000.0,10.0,1.0,0.0,4836.0,34.0,0.0
1044557,25800.0,2.0,0.0,0.0,12746.0,25.0,1.0
927553,24950.0,0.0,0.0,0.0,3346.0,30.0,1.0
246626,30000.0,4.0,1.0,2.0,6595.0,35.0,1.0
1392261,6000.0,10.0,0.0,0.0,9318.0,32.0,0.0
1188080,14000.0,10.0,0.0,1.0,1638.0,26.0,0.0
1526556,12000.0,8.0,1.0,0.0,25787.0,46.0,0.0
274121,7500.0,10.0,1.0,2.0,11781.0,58.0,1.0
629231,18000.0,4.0,0.0,2.0,11148.0,20.0,0.0
967570,18825.0,4.0,0.0,2.0,5648.0,19.0,0.0
617324,16200.0,10.0,1.0,2.0,9558.0,26.0,0.0
1387675,15000.0,10.0,1.0,0.0,8092.0,30.0,1.0
954922,11850.0,2.0,0.0,1.0,500.0,19.0,0.0
129591,24250.0,5.0,1.0,2.0,4978.0,43.0,1.0
96342,25000.0,1.0,0.0,0.0,402404.0,32.0,1.0
308518,35000.0,0.0,1.0,0.0,10759.0,31.0,0.0
102861,17550.0,0.0,0.0,1.0,8054.0,18.0,0.0
1398565,32000.0,9.0,1.0,2.0,5977.0,36.0,0.0
921297,35000.0,6.0,0.0,1.0,5332.0,19.0,0.0
511151,20000.0,10.0,1.0,2.0,6359.0,51.0,0.0
1626443,20000.0,10.0,1.0,1.0,33563.0,26.0,1.0
263124,14500.0,10.0,0.0,0.0,10840.0,29.0,0.0
236532,10000.0,7.0,1.0,0.0,5844.0,42.0,1.0
